dist_cart,dist_road,dist_urb,dist_vil,DVSP,elev,for200090m,for200190m,for200290m,for200390m,for200490m,for200590m,for200690m,for200790m,for200890m,for200990m,for201090m,for201190m,for201290m,for201390m,for201490m,for201590m,for201690m,for201790m,lspop2000,lspop2001,lspop2002,lspop2003,lspop2004,pop05,lspop2006,lspop2007,lspop2008,lspop2009,lspop2010,lspop2011,lspop2012,lspop2013,lspop2014,lspop2015,lspop2016,lspop2017,rice,precip,slope,veg,cfm_id,pa_id,CFM,PA
2362.9294434,9632.9042969,27763.376953,4837.4814453,0.3333329856,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0.2222222239,0,3,5,4,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,923,0.643040657,2,582,0,1,0
315.01953125,6781.5234375,31766.839844,6886.8813477,24,1117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,2,2,6,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1351,1.8967250586,1,631,0,1,0
3509.6679688,16381.054688,23666.667969,4323.2861328,8,139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.8888888955,0.8888888955,0.8888888955,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,865,0.7952267528,2,1254,0,1,0
10392.705078,11999.442383,28075.923828,4756.8330078,44,1343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,37,5,4,4,3,0,0,1,1,2,1,1,0,1,0,0,0,0,1757,11.911542892,1,149,0,1,0
9455.7294922,13512.119141,23890.662109,5991.2041016,8,266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,2.032705307,2,1254,0,1,0
2436.3459473,4391.0351563,62245.035156,3551.0202637,6.5,1081,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,24,10,6,5,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1530,6.7393946648,1,597,0,1,0
4389.4589844,23097.970703,52814.84375,4386.1293945,24,981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,16,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,12.313879967,1,611,0,1,0
2297.2927246,10524.692383,51899.4375,1796.8443604,3.5,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,2,1,1,1,1,1,1,4,1,1,1,22,2,2,1,0,971,3.0731959343,2,577,0,1,0
698.20465088,6609.7197266,28401.087891,931.69934082,1.5,1233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,6,5,4,6,3,3,3,4,4,4,4,4,4,3,4,3,1,0,1463,16.725366592,1,1006,0,1,0
3944.6630859,6286.796875,20259.291016,5631.2949219,24,1263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,7.5528264046,1,650,0,1,0
221.97094727,2430.784668,73236.804688,1315.732666,5,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1111111119,3,3,6,10,18,58,21,21,22,23,19,24,24,25,53,44,49,69,0,1002,2.5372958183,2,576,0,1,0
2079.0725098,5976.8867188,66976.84375,4655.3183594,240,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1105,1.2859194279,2,1014,0,1,0
1045.9665527,3678.786377,27620.748047,3414.090332,7,1350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,24,8,6,4,7,4,4,4,4,8,4,5,5,8,5,5,3,0,1614,9.6630496979,1,1068,0,1,0
2148.3217773,11175.155273,37086.847656,1943.1005859,4,500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,12,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1304,26.296533585,1,740,0,1,0
6754.7241211,1561.6785889,31039.027344,5106.3007813,0.6666669846,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,12,11,9,20,14,11,11,12,12,24,13,13,14,18,9,8,4,0,565,1.2129559517,3,506,0,1,0
1890.2370605,3961.8513184,26989.591797,3566.5822754,10,1272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,10,5,4,1,0,0,0,0,1,2,1,1,1,6,5,6,9,0,1607,7.9836235046,1,1066,0,1,0
3892.8466797,4499.6083984,35348.371094,4646.9755859,4,1177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,5.3791041374,1,589,0,1,0
6586.4936523,15029.428711,132145.45313,14926.501953,72,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,3,4,4,3,3,4,4,4,4,3,3,4,4,4,4,2,0,524,2.1204094887,3,493,0,1,0
2573.9475098,3471.7307129,226347.76563,1801.274292,25,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,9,8,7,3,4,4,4,4,2,3,4,4,2,4,4,2,0,453,0.5514089465,3,483,0,1,0
2634.4645996,4212.0419922,8920.7558594,1815.2258301,42,463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,4,4,2,2,3,3,3,3,3,3,3,3,2,3,2,2,0,1946,23.803243637,1,876,0,1,0
4998.9169922,14383.707031,76876.070313,7634.5756836,27,1478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,6,4,4,1,2,2,2,2,1,2,2,2,1,3,2,1,0,1583,7.8458080292,1,1088,0,1,0
2144.2570801,40931.136719,68582.40625,3134.8789063,34,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0.3333333433,11,14,20,17,12,7,7,8,8,8,10,9,9,9,10,9,7,2,0,2957,1.9253231287,1,163,0,1,0
2837,9436.2128906,28975.052734,2538.5742188,4,568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1230,29.855100632,1,738,0,1,0
3095.2937012,9290.4267578,18171.404297,5676.0478516,8,160,1,1,1,1,1,1,1,1,1,0.4444444478,0.4444444478,0.4444444478,0.4444444478,0.4444444478,0.4444444478,0.4444444478,0.4444444478,0.4444444478,2,1,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,909,0.5514089465,2,1222,0,1,0
12309.045898,21860.71875,93180.546875,13731.201172,10,155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,5,3,4,1,2,2,2,2,2,2,2,2,4,4,3,1,0,541,1.8082110882,3,493,0,1,0
741.5847168,4711.9638672,14290.745117,5204.3862305,15.5,584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,1,0,1687,10.968375206,1,877,0,1,0
563.22790527,5408.8920898,26561.027344,3697.9838867,4,979,1,1,1,1,1,1,1,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,3,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,4,8,0,1664,5.1131615639,1,655,0,1,0
1389.411377,6743.3720703,44209.480469,1398.5040283,24,1065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,2,1,3,1,1,1,1,1,2,1,1,1,4,1,1,0,0,1391,6.3078727722,1,606,0,1,0
7742.137207,15897.880859,34117.285156,7987.4379883,72,1428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,31,10,10,9,4,4,4,4,4,4,4,4,3,1,1,0,0,0,1702,22.149793625,1,762,0,1,0
551.47216797,5287.3837891,57621.277344,9568.4335938,3.5,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0,9,2,1,0,1,1,2,2,2,2,2,2,2,2,3,3,2,1,1,908,0.4931981862,2,579,0,1,0
3351.1816406,15818.31543,46492.046875,4686.4179688,10,402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,4,2,7,5,5,5,6,6,6,6,6,7,7,7,6,3,0,2671,4.2492580414,1,386,0,1,0
5594.168457,4141.1728516,33847.835938,5503.2265625,2,813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,35.185897827,1,557,0,1,0
4124.7324219,12015.521484,65655.039063,6993.2626953,9,1311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777791,0.777777791,0.777777791,29,34,7,4,4,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1345,9.8826885223,1,410,0,1,0
4735.0366211,17805.183594,42860.890625,5188.4594727,27,1030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,10,21,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,14.846315384,1,609,0,1,0
3125.1210938,10755.022461,54468.816406,3075.7539063,3.5,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,2.4348127842,2,577,0,1,0
314.99188232,7541.625,36366.988281,501.05905151,7,1150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,10,8,3,4,4,4,4,4,4,14,15,15,13,12,11,3,0,1712,7.2474360466,1,1072,0,1,0
4547.0561523,15979.30957,29578.634766,4925.6621094,8,187,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.777777791,0.777777791,0.777777791,0.777777791,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,0.2466036677,2,1254,0,1,0
1780.5554199,4168.5756836,175370.70313,5933.2509766,72,138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,6,6,3,2,2,3,3,3,2,2,2,3,2,3,3,1,0,478,1.7257143259,3,446,0,1,0
4790.2016602,24713.613281,55232.125,4238.3125,24,1025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,17,14,7,1,2,2,2,2,2,2,2,2,1,1,0,0,0,1590,7.1147546768,1,607,0,1,0
3836.9418945,4237.0703125,25133.597656,4081.0109863,4,335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2222222239,0.1111111119,0.1111111119,94,10,9,4,7,4,3,3,3,3,5,4,4,4,5,4,4,2,0,1154,22.879583359,1,720,0,1,0
5473.5932617,1650.4310303,37116.996094,4041.440918,0.3333329856,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,5,5,4,9,5,6,7,7,7,4,7,7,7,4,7,6,2,0,869,0.7797859311,2,581,0,1,0
8895.6826172,7402.9609375,33078.09375,8288.9853516,9,1037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4444444478,0.4444444478,0.4444444478,4,5,11,9,11,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1737,5.658806324,1,400,0,1,0
5152.3305664,3133.1831055,9388.3896484,6956.9130859,34,581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,48,11,7,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1707,4.9199752808,1,877,0,1,0
1304.8479004,9561.2783203,27693.203125,1793.8736572,24,1090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1333,2.8650248051,1,651,0,1,0
7407.2041016,18387.658203,27267.748047,3669.845459,8,199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0.2222222239,0,7,7,3,2,2,3,2,2,2,2,4,2,2,2,5,3,2,1,0,920,1.1082142591,2,1254,0,1,0
4359.4106445,22674.5625,57206.621094,4135.1611328,24,1072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,80,19,16,8,1,2,2,2,2,2,2,2,2,1,1,1,0,0,1576,6.2955284119,1,607,0,1,0
4613.840332,8442.4482422,31453.855469,4786.9487305,5,1359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.4444444478,6,12,21,17,2,0,0,0,0,0,0,0,0,0,0,1,5,6,0,1638,4.2818074226,1,1066,0,1,0
2995.2041016,10474.00293,46163.683594,3180.2631836,10,1103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,14,12,8,6,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1541,11.761633873,1,949,0,1,0
3214.7355957,19224.304688,127321.28906,13735.070313,72,203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,6,6,4,4,3,4,4,4,5,3,3,4,5,4,4,2,0,528,0.3308519125,3,493,0,1,0
1286.3979492,5667.1982422,58608.738281,681.20092773,2.5,101,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0,0,0,0,15,22,9,9,12,13,10,10,10,10,14,11,11,11,21,16,14,5,0,1439,0.5514089465,2,190,0,1,0
2209.1635742,4551.6542969,168408.92188,4118.4018555,72,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,6,3,2,2,2,3,3,3,2,2,2,3,3,3,1,0,469,2.7572042942,3,450,0,1,0
2388.4885254,16652.458984,71301.015625,8802.9785156,4,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,5,4,6,1,1,1,1,1,2,1,1,1,2,1,1,0,0,582,2.0944852829,3,499,0,1,0
2794.2214355,9744.0625,82931,4235.3535156,240,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1109,0.1559664309,2,1020,0,1,0
5242.8603516,15032.463867,52493.75,9357.8730469,24,993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,20,16,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,10.687314034,1,607,0,1,0
183.72572327,6963.2255859,24654.132813,2223.9902344,1,107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,10,14,9,5,1,4,4,4,4,3,4,4,4,3,5,4,1,0,924,0.7719496489,2,584,0,1,0
1650.1905518,11162.152344,25560.103516,2931.7521973,74,314,1,1,1,1,1,1,1,1,0.777777791,0.777777791,0.777777791,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.555555582,0.555555582,6,14,18,17,7,5,4,5,5,5,5,5,6,6,6,6,6,2,0,2822,5.086022377,1,844,0,1,0
1655.5368652,23053.576172,49831.675781,1930.8337402,24,920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,6,3,3,3,3,3,13,3,3,3,14,4,4,6,0,1548,7.5157570839,1,611,0,1,0
3553.3981934,2311.1589355,33020.375,2885.3208008,10,1174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,31,15,10,3,2,3,3,3,3,3,3,3,4,3,3,3,1,0,1827,26.503248215,1,1041,0,1,0
5865.5864258,33631.097656,55009.246094,6712.4545898,171,824,1,1,1,1,1,1,1,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,8,4,5,4,10,8,8,9,9,10,10,10,11,12,11,12,10,4,0,1833,10.815185547,1,849,0,1,0
2567.2370605,10297.652344,80416,5689.6782227,37,1643,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,8,8,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,0,1368,10.371587753,1,266,0,1,0
91.839698792,8835.4335938,216442.51563,2926.96875,25,174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,23,25,20,19,10,11,11,11,12,11,11,11,11,11,13,12,6,0,460,0.3487480879,3,482,0,1,0
1178.2962646,12347.900391,41795.785156,3252.9995117,0.3333329856,94,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,4,6,9,8,5,8,7,7,8,8,1,8,8,8,1,8,7,2,0,953,0.9093586206,2,578,0,1,0
4868.1586914,963.05395508,60405,11640.231445,3.5,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,952,0.3308519125,2,579,0,1,0
3436.3930664,259.77426147,36139.972656,1729.3614502,0.3333329856,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,9,7,15,13,14,14,15,15,9,15,15,16,10,15,13,5,0,873,0.9486224055,2,583,0,1,0
6748.6938477,6748.6938477,36000.984375,6315.8979492,2,1356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,8,5,4,1,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1309,16.541732788,1,1000,0,1,0
4418.4575195,1172.4316406,23478.470703,3917.677002,24,1337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,30,11,10,12,35,6,6,6,6,13,6,6,7,16,7,6,2,0,1256,20.13879776,1,636,0,1,0
405.45315552,5586.7836914,61928.058594,9601.4287109,8,111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,3,0,3,0,1,1,1,1,1,1,1,1,1,2,1,0,0,986,1.5670562983,2,575,0,1,0
2508.9731445,4666.0551758,38138.800781,3217.2648926,4,1166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666865,0.6666666865,0.6666666865,37,34,12,9,10,6,5,5,5,5,6,6,6,6,4,7,7,11,0,1492,4.3586435318,1,988,0,1,0
279.12075806,12423.495117,27983.818359,1298.8236084,76,387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777791,0.777777791,5,2,2,3,8,3,4,4,4,4,4,4,5,5,5,5,5,5,0,2500,12.222531319,1,853,0,1,0
3820.6293945,3728.8898926,25644.466797,4174.8291016,4,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,38,8,5,2,1,2,2,2,2,2,1,1,1,1,1,1,0,0,1831,0.4931981862,2,97,0,1,0
3306.9450684,21169.576172,50331.117188,3907.1010742,24,930,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,8.4522790909,1,607,0,1,0
5326.9916992,15656.443359,132654.5,16805.328125,72,176,1,1,1,1,1,1,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,7,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,0,523,1.2328356504,3,493,0,1,0
2897.4602051,4509.2114258,11116.429688,6704.9931641,34,578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,45,12,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,7.5724668503,1,877,0,1,0
852.80773926,12266.254883,30173.310547,3896.119873,24,1060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,5,5,3,11,6,6,6,6,6,7,6,6,6,7,7,6,2,0,1342,7.131480217,1,650,0,1,0
0,5059.8349609,21697.21875,184.00250244,2.75,989,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.8888888955,0.6666666865,0.6666666865,0.1111111119,0.1111111119,21,5,1,0,1,20,2,2,2,2,104,17,17,18,143,17,30,48,0,1738,9.4496974945,1,643,0,1,0
3161.9621582,3161.9621582,24257.941406,4650.7172852,32,1085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,23,23,20,19,12,10,10,10,11,16,12,12,12,17,11,9,3,0,1774,16.982414246,1,761,0,1,0
6107.4331055,2537.635498,35840.921875,1691.3807373,2.5,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,6,4,5,3,3,3,3,3,3,2,2,2,2,2,2,1,0,1593,1.4334083796,2,96,0,1,0
6185.0317383,9716.3691406,43005.6875,4133.1362305,4,1269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,60,19,15,10,4,5,5,5,5,5,5,6,6,4,4,3,1,0,1487,20.194822311,1,988,0,1,0
2731,9341.2314453,76768.3125,2204.8244629,31,1189,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,12,12,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1801,35.261940002,1,911,0,1,0
2559.7578125,14727.011719,67475.9375,6125.7861328,4,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,8,8,8,9,5,6,7,7,7,6,7,7,7,5,5,6,3,0,547,0.562328279,3,499,0,1,0
2113.0473633,6443.4389648,171127.04688,9897.265625,72,169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,6,4,2,2,2,2,2,2,2,2,2,2,2,2,1,0,485,0.7061340213,3,446,0,1,0
3679.5693359,8241.5244141,45707.648438,3686.6062012,24,1042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1414,2.1963405609,1,606,0,1,0
2334.7558594,4301.2158203,223920.01563,3933.8876953,25,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,7,6,6,6,6,6,6,7,7,6,6,6,7,7,7,3,0,450,1.4793024063,3,482,0,1,0
2573.5478516,3672.0822754,66759.648438,2332.8469238,5,173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,12,18,17,6,1,2,2,2,2,3,2,2,2,2,1,1,0,0,646,5.3924951553,3,500,0,1,0
3665.5529785,9474.9121094,37378.714844,3823.9475098,24,1026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1409,3.9776263237,1,632,0,1,0
4573.0180664,6874.0175781,36563.570313,4784.2021484,3,872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,21.658977509,1,755,0,1,0
826.9888916,10243.96582,88114.21875,7549.6098633,37,1502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,10,12,9,2,7,7,7,7,2,7,7,8,3,8,7,2,0,1378,2.5563483238,1,266,0,1,0
1854.260498,4575.4970703,30400.853516,4648.90625,24,1203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,16.385826111,1,637,0,1,0
5517.5151367,6086.2436523,120803.32031,2562.565918,85,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,3.7004942894,2,1025,0,1,0
3053.4489746,2347.1088867,171796.32813,4127.4521484,72,113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,24,22,12,7,3,3,3,3,3,3,3,3,3,3,4,3,2,0,475,0.9421921968,3,450,0,1,0
3633.7897949,7105.9003906,22548.703125,2733.2775879,4,330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1211,12.994338989,1,719,0,1,0
7453.3310547,8200.421875,37062.0625,7093.4780273,9,1048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,14,16,13,16,8,9,9,9,10,10,10,10,8,6,6,7,7,0,1752,5.658806324,1,400,0,1,0
91.839698792,7416.8515625,25188.083984,1229.6873779,24,1213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,3,4,4,13,6,6,6,6,6,11,6,6,6,11,7,6,2,0,1313,6.6213941574,1,650,0,1,0
964.51629639,3825.0344238,39184.875,2879.3225098,1.5,1313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.3333333433,12,9,4,2,1,2,0,1,1,1,2,1,1,1,5,2,6,9,1,1419,12.494326591,1,9,0,1,0
6483.3710938,9556.1474609,49364.503906,5579.7602539,6,827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,14.93132782,1,742,0,1,0
1293.5029297,10646.227539,27039.472656,2347.4816895,76,427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1111111119,8,3,4,3,8,2,3,3,3,4,4,4,4,4,4,4,4,2,0,2587,9.5564002991,1,855,0,1,0
1837.6560059,12313.763672,33823.753906,1617.0804443,6,1322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,13,11,7,2,5,6,6,6,6,15,16,17,12,12,14,15,0,1422,15.360969543,1,981,0,1,0
2663.8325195,5778.2573242,171174.53125,9393.4833984,72,174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,12,7,7,4,1,1,1,1,2,2,1,1,1,2,2,2,0,0,483,0.1102850586,3,446,0,1,0
5766.7597656,9957.1767578,47267.21875,4319.9863281,7,1156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,5,6,4,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1598,9.3730401993,1,947,0,1,0
7603.4404297,19513.148438,56615.472656,6904.0258789,24,1008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,20,17,8,1,2,2,2,2,2,2,2,1,0,1,0,0,0,1563,2.1713263988,1,607,0,1,0
91.853691101,15029.34668,128546.14844,8055.5791016,24,233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,6,4,3,4,4,4,4,4,4,4,4,4,5,4,2,0,536,0.1102850586,3,493,0,1,0
902.66674805,5524.8378906,222366.92188,3021.5144043,25,170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,23,17,16,6,15,15,16,16,17,15,15,15,17,18,16,7,0,458,0.6708080173,3,482,0,1,0
7560.7104492,15292.356445,77771.140625,7140.9682617,27,1300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,9,6,6,3,2,2,2,2,2,2,2,2,1,1,2,0,0,1598,7.2178044319,1,1088,0,1,0
3372.7885742,16345.506836,33819.320313,3746.6977539,24,1079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,3,2,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1356,12.645334244,1,650,0,1,0
